bicycle,building,bus,car,fence,license plate,motorcycle,person,pole,rider,road,sidewalk,sky,terrain,traffic light,traffic sign,train,truck,vegetation,wall,frame,y
54087,0,0,6464,0,0,147,4531,0,0,0,0,0,0,0,13773,0,0,0,0,005896,1
8705,0,0,0,0,0,1115,49089,0,0,0,0,0,0,0,9715,0,0,10378,0,004950,1
28836,0,0,234,0,0,418,21262,0,0,0,0,0,0,0,20058,0,0,8194,0,000720,1
55022,0,0,2464,0,0,136,1142,0,246,0,0,0,0,0,18316,0,0,1676,0,000442,1
53107,0,0,0,0,0,74,7961,0,0,0,0,0,0,0,17665,0,0,195,0,007054,1
43365,0,0,6,0,0,2009,4120,0,0,0,0,0,0,0,28309,0,0,1193,0,003086,1
19477,0,0,0,0,0,2909,44104,0,0,0,0,0,0,0,8537,0,0,3975,0,003955,1
60610,0,0,0,0,0,2626,1629,0,0,0,0,0,0,0,14021,0,0,116,0,004919,1
51289,0,0,170,0,0,1608,2604,0,0,0,0,0,0,0,22716,0,0,615,0,005340,1
24526,0,0,0,0,0,749,25769,0,0,0,0,0,0,0,23886,0,0,4072,0,003765,1
29968,0,0,605,0,0,1022,25540,0,281,0,0,0,0,0,2687,0,0,19412,0,000646,1
39189,0,0,0,0,0,1656,17369,0,0,0,0,0,0,0,20240,0,0,548,0,000285,1
33016,0,0,8,0,0,685,18066,0,0,0,0,0,0,0,25545,0,0,1682,0,004969,1
35232,0,0,0,0,0,3692,14425,0,133,0,0,0,0,0,21780,0,0,3740,0,006957,1
23618,0,0,0,0,0,13,33383,0,0,0,0,0,0,0,19029,0,0,2959,0,002088,1
35424,0,0,0,0,0,798,15060,0,0,0,0,0,0,0,26912,0,0,808,0,006365,1
51259,0,0,291,0,0,1549,6632,0,0,0,0,0,0,0,18709,0,0,562,0,000069,1
43476,0,0,0,0,0,648,14929,0,0,0,0,0,0,0,19818,0,0,131,0,004758,1
39791,0,0,203,0,0,272,15546,0,0,0,0,0,0,0,20509,0,0,2681,0,002205,1
55909,0,0,154,0,0,1165,45,0,685,0,0,0,0,0,16349,0,0,4695,0,000433,1
55137,0,0,0,0,0,2399,2804,0,0,0,0,0,0,0,13729,0,0,4933,0,005126,1
26679,0,0,21,0,0,1310,30247,0,0,0,0,0,0,0,3302,0,0,17956,0,004595,1
52795,0,0,0,0,0,140,7172,0,0,0,0,0,0,0,18005,0,0,890,0,007354,1
62671,0,0,0,0,0,765,1513,0,0,0,0,0,0,0,13217,0,0,836,0,002697,1
49930,0,0,19,0,0,2105,3475,0,0,0,0,0,0,0,17379,0,0,6094,0,001310,1
54795,0,0,3809,0,0,970,2685,0,0,0,0,0,0,0,11700,0,0,5043,0,003541,1
49217,0,0,47,0,0,486,1027,0,0,0,0,0,0,0,26832,0,0,1393,0,005776,1
23144,0,0,0,0,0,721,39149,0,0,0,0,0,0,0,10858,0,0,5130,0,000817,1
32441,0,0,252,0,0,746,25780,0,0,0,0,0,0,0,6662,0,0,13634,0,002324,1
48364,0,0,5526,0,0,497,267,0,24,0,0,0,0,0,23285,0,0,1039,0,002041,1
42168,0,0,0,0,0,364,6506,0,164,0,0,0,0,0,20742,0,0,9058,0,001170,1
50797,0,0,0,0,0,220,10951,0,0,0,0,0,0,0,17030,0,0,4,0,003590,1
32962,0,0,81,0,0,954,25969,0,6,0,0,0,0,0,5908,0,0,13635,0,004449,1
20474,0,0,0,0,0,1444,38093,0,0,0,0,0,0,0,11738,0,0,7253,0,003178,1
45913,0,0,0,0,0,2590,1858,0,11,0,0,0,0,0,26403,0,0,2227,0,003664,1
47365,0,0,4,0,0,4824,71,0,0,0,0,0,0,0,24955,0,0,1783,0,006848,1
37948,0,0,2,0,0,5054,53,0,0,0,0,0,0,0,32809,0,0,3136,0,002472,1
40900,0,0,48,0,0,3032,6698,0,3,0,0,0,0,0,25512,0,0,2809,0,003921,1
31809,0,0,0,0,0,731,23657,0,0,0,0,0,0,0,16641,0,0,6164,0,005860,1
33327,0,0,4682,0,0,1230,14286,0,542,0,0,0,0,0,11363,0,0,13572,0,006888,1
50317,0,0,0,0,0,272,7332,0,0,0,0,0,0,0,19942,0,0,1139,0,003123,1
68205,0,0,0,0,0,155,0,0,0,0,0,0,0,0,10642,0,0,0,0,006104,1
51049,0,0,106,0,0,103,11762,0,5172,0,0,0,0,0,9742,0,0,1068,0,000945,1
23096,0,0,3341,0,0,380,31029,0,25,0,0,0,0,0,20535,0,0,596,0,002822,1
11674,0,0,94,0,0,1707,44235,0,0,0,0,0,0,0,20409,0,0,883,0,007189,1
44696,0,0,0,0,0,332,16839,0,0,0,0,0,0,0,14589,0,0,2546,0,001311,1
51521,0,0,28,0,0,1531,2759,0,0,0,0,0,0,0,16696,0,0,6467,0,007366,1
31021,0,0,0,0,0,617,20307,0,3,0,0,0,0,0,25911,0,0,1143,0,001612,1
38244,0,0,4,0,0,5018,66,0,0,0,0,0,0,0,32521,0,0,3149,0,005503,1
53485,0,0,0,0,0,755,7360,0,0,0,0,0,0,0,16782,0,0,620,0,002227,1
16834,0,0,0,0,0,6,37382,0,0,0,0,0,0,0,23909,0,0,1384,0,003287,1
49191,0,0,0,0,0,1995,4934,0,0,0,0,0,0,0,19611,0,0,3271,0,005069,1
42277,0,0,1519,0,0,287,10984,0,0,0,0,0,0,0,22826,0,0,1109,0,001696,1
51749,0,0,0,0,0,898,620,0,0,0,0,0,0,0,23689,0,0,2046,0,000868,1
48291,0,0,0,0,0,5,4633,0,0,0,0,0,0,0,24386,0,0,1687,0,000845,1
42122,0,0,2,0,0,4995,84,0,0,0,0,0,0,0,29148,0,0,2651,0,002448,1
43509,0,0,29,0,0,72,9679,0,454,0,0,0,0,0,23570,0,0,1689,0,007051,1
18892,0,0,17,0,0,152,34169,0,0,0,0,0,0,0,21829,0,0,3943,0,001045,1
24337,0,0,11725,0,0,28,25754,0,2140,0,0,0,0,0,8784,0,0,6234,0,006230,1
42033,0,0,37,0,0,1146,15326,0,0,0,0,0,0,0,12662,0,0,7798,0,007313,1
40966,0,0,2206,0,0,922,3986,0,3,0,0,0,0,0,27267,0,0,3652,0,006175,1
34475,0,0,0,0,0,1398,18168,0,0,0,0,0,0,0,20248,0,0,4713,0,006562,1
37571,0,0,29690,0,0,266,625,0,3362,0,0,0,0,0,7295,0,0,193,0,004495,1
22624,0,0,3593,0,0,2053,18871,0,0,0,0,0,0,0,28772,0,0,3089,0,000733,1
30948,0,0,211,0,0,1150,26377,0,44,0,0,0,0,0,3482,0,0,17303,0,004308,1
16406,0,0,0,0,0,1204,41737,0,0,0,0,0,0,0,16457,0,0,3198,0,000342,1
37833,0,0,3,0,0,5041,66,0,0,0,0,0,0,0,32989,0,0,3070,0,006419,1
36123,0,0,0,0,0,2043,14220,0,0,0,0,0,0,0,18836,0,0,7780,0,003359,1
29690,0,0,1,0,0,1162,27707,0,20,0,0,0,0,0,5479,0,0,15456,0,005937,1
28477,0,0,1,0,0,799,19091,0,0,0,0,0,0,0,27487,0,0,3147,0,000935,1
34915,0,0,35,0,0,995,23763,0,0,0,0,0,0,0,5014,0,0,14793,0,000827,1
26801,0,0,48,0,0,1095,30714,0,18,0,0,0,0,0,1811,0,0,19028,0,000000,1
49398,0,0,0,0,0,2207,3397,0,0,0,0,0,0,0,18937,0,0,5063,0,002614,1
40246,0,0,14,0,0,310,23437,0,402,0,0,0,0,0,14475,0,0,118,0,005406,1
38074,0,0,38,0,0,1083,13043,0,0,0,0,0,0,0,22878,0,0,4399,0,000145,1
28719,0,0,24,0,0,1176,28512,0,92,0,0,0,0,0,1275,0,0,19717,0,000703,1
37020,0,0,2,0,0,876,17973,0,0,0,0,0,0,0,20238,0,0,2893,0,000275,1
32862,0,0,22,0,0,1003,25097,0,0,0,0,0,0,0,3087,0,0,17444,0,001394,1
53630,0,0,83,0,0,73,12694,0,0,0,0,0,0,0,12522,0,0,0,0,004980,1
39246,0,0,454,0,0,1265,11828,0,0,0,0,0,0,0,24767,0,0,1442,0,002703,1
28141,0,0,11,0,0,936,28026,0,0,0,0,0,0,0,3325,0,0,19076,0,007126,1
62822,0,0,0,0,0,936,19,0,0,0,0,0,0,0,13149,0,0,2076,0,006243,1
30725,0,0,3,0,0,669,11274,0,2547,0,0,0,0,0,26780,0,0,7004,0,004264,1
32984,0,0,49,0,0,906,26149,0,0,0,0,0,0,0,5069,0,0,14358,0,002837,1
42366,0,0,3608,0,0,1517,1752,0,1,0,0,0,0,0,29550,0,0,208,0,004479,1
31180,0,0,91,0,0,1015,27462,0,0,0,0,0,0,0,1817,0,0,17950,0,001819,1
51539,0,0,0,0,0,820,149,0,0,0,0,0,0,0,26494,0,0,0,0,003518,1
49599,0,0,21,0,0,0,9363,0,0,0,0,0,0,0,18733,0,0,1286,0,005099,1
44363,0,0,1,0,0,1020,1590,0,0,0,0,0,0,0,31650,0,0,891,0,005259,1
35807,0,0,0,0,0,792,12163,0,0,0,0,0,0,0,30122,0,0,118,0,002790,1
49113,0,0,92,0,0,2184,3183,0,0,0,0,0,0,0,22781,0,0,1649,0,005060,1
44923,0,0,0,0,0,2353,3664,0,0,0,0,0,0,0,26555,0,0,1507,0,002834,1
48139,0,0,1,0,0,749,9186,0,2,0,0,0,0,0,19710,0,0,1215,0,000432,1
26430,0,0,85,0,0,1152,23791,0,3401,0,0,0,0,0,16573,0,0,7570,0,000026,1
56753,0,0,0,0,0,165,0,0,0,0,0,0,0,0,22594,0,0,3,0,007216,1
52400,0,0,0,0,0,1574,0,0,0,0,0,0,0,0,18472,0,0,7069,0,004023,1
54149,0,0,522,0,0,471,723,0,0,0,0,0,0,0,22293,0,0,844,0,005830,1
53826,0,0,701,0,0,648,4399,0,0,0,0,0,0,0,18798,0,0,630,0,005675,1
45766,0,0,3696,0,0,784,4378,0,0,0,0,0,0,0,24105,0,0,273,0,002047,1
34661,0,0,0,0,0,591,28042,0,0,0,0,0,0,0,15153,0,0,555,0,003369,1
49283,0,0,1,0,0,521,9279,0,0,0,0,0,0,0,19220,0,0,698,0,006547,1
12678,0,0,0,0,0,784,45625,0,0,0,0,0,0,0,14023,0,0,5892,0,001467,1
52653,0,0,32,0,0,2122,3030,0,0,0,0,0,0,0,17318,0,0,3847,0,005261,1
34731,0,0,109,0,0,1562,12093,0,1136,0,0,0,0,0,27656,0,0,1715,0,001038,1
44913,0,0,0,0,0,1074,7185,0,0,0,0,0,0,0,22776,0,0,3567,0,004229,1
50476,0,0,4,0,0,2037,3791,0,0,0,0,0,0,0,19378,0,0,3316,0,006788,1
46044,0,0,9,0,0,105,677,0,2711,0,0,0,0,0,26372,0,0,3084,0,003485,1
52003,0,0,0,0,0,22,9052,0,0,0,0,0,0,0,17846,0,0,79,0,002400,1
29775,0,0,0,0,0,502,10075,0,3225,0,0,0,0,0,30643,0,0,4782,0,001080,1
42982,0,0,254,0,0,3327,2708,0,0,0,0,0,0,0,27848,0,0,1883,0,005971,1
52839,0,0,0,0,0,1487,5122,0,0,0,0,0,0,0,19454,0,0,100,0,005367,1
46609,0,0,56,0,0,419,19017,0,605,0,0,0,0,0,12048,0,0,248,0,000856,1
61534,0,0,9,0,0,1149,307,0,0,0,0,0,0,0,14687,0,0,1316,0,003075,1
31770,0,0,83,0,0,1057,26345,0,0,0,0,0,0,0,1966,0,0,18294,0,004219,1
31622,0,0,0,0,0,1087,24058,0,0,0,0,0,0,0,18524,0,0,3711,0,001371,1
33923,0,0,0,0,0,476,29618,0,0,0,0,0,0,0,14980,0,0,5,0,007156,1
43195,0,0,128,0,0,903,1741,0,0,0,0,0,0,0,32960,0,0,588,0,004972,1
32130,0,0,233,0,0,442,8129,0,2661,0,0,0,0,0,28810,0,0,6597,0,001803,1
37113,0,0,0,0,0,745,11331,0,0,0,0,0,0,0,29480,0,0,333,0,001494,1
53420,0,0,125,0,0,2226,4310,0,0,0,0,0,0,0,14982,0,0,3939,0,000296,1
34344,0,0,35,0,0,1068,23903,0,0,0,0,0,0,0,2388,0,0,17777,0,000288,1
38942,0,0,0,0,0,7289,437,0,0,0,0,0,0,0,29797,0,0,2537,0,005475,1
26253,0,0,2,0,0,405,20965,0,1,0,0,0,0,0,22868,0,0,8508,0,000092,1
49871,0,0,0,0,0,3,15958,0,0,0,0,0,0,0,13158,0,0,12,0,004322,1
49369,0,0,0,0,0,89,0,0,0,0,0,0,0,0,26140,0,0,3917,0,003882,1
14894,0,0,0,0,0,331,43835,0,0,0,0,0,0,0,15053,0,0,4889,0,006268,1
55994,0,0,22,0,0,165,6657,0,0,0,0,0,0,0,16163,0,0,1,0,005890,1
12801,0,0,16,0,0,758,41520,0,0,0,0,0,0,0,7809,0,0,16098,0,000675,1
33743,0,0,1,0,0,313,18560,0,2922,0,0,0,0,0,13156,0,0,10307,0,002938,1
54054,0,0,0,0,0,1330,3369,0,0,0,0,0,0,0,19554,0,0,695,0,005622,1
37872,0,0,361,0,0,1363,13909,0,0,0,0,0,0,0,18792,0,0,7218,0,000535,1
31346,0,0,1869,0,0,1171,24409,0,0,0,0,0,0,0,18192,0,0,2015,0,001434,1
52284,0,0,0,0,0,965,9157,0,0,0,0,0,0,0,16468,0,0,128,0,003115,1
38012,0,0,1,0,0,5054,53,0,1,0,0,0,0,0,32588,0,0,3293,0,006421,1
42444,0,0,0,0,0,1331,15130,0,0,0,0,0,0,0,13728,0,0,6369,0,005352,1
61873,0,0,56,0,0,447,1906,0,0,0,0,0,0,0,14347,0,0,373,0,003039,1
53254,0,0,0,0,0,1977,4170,0,0,0,0,0,0,0,16502,0,0,3099,0,004341,1
52868,0,0,1,0,0,1847,3899,0,0,0,0,0,0,0,17851,0,0,2536,0,001060,1
47547,0,0,141,0,0,672,9839,0,0,0,0,0,0,0,20583,0,0,220,0,006197,1
51891,0,0,0,0,0,153,7272,0,0,0,0,0,0,0,16094,0,0,3592,0,000606,1
54999,0,0,181,0,0,1132,16,0,67,0,0,0,0,0,18627,0,0,3980,0,000238,1
41521,0,0,109,0,0,1856,7778,0,8,0,0,0,0,0,18629,0,0,9614,0,005031,1
56027,0,0,0,0,0,229,2025,0,0,0,0,0,0,0,20682,0,0,39,0,005771,1
54962,0,0,376,0,0,1192,44,0,1742,0,0,0,0,0,16902,0,0,3784,0,002377,1
30821,0,0,8,0,0,1194,26311,0,21,0,0,0,0,0,2871,0,0,18289,0,004192,1
56076,0,0,8,0,0,1791,1127,0,581,0,0,0,0,0,15135,0,0,4284,0,003514,1
33933,0,0,4,0,0,2090,14241,0,0,0,0,0,0,0,27494,0,0,1240,0,000980,1
46507,0,0,0,0,0,25,16069,0,0,0,0,0,0,0,16401,0,0,0,0,001674,1
55116,0,0,0,0,0,699,5279,0,0,0,0,0,0,0,17174,0,0,734,0,000913,1
29270,0,0,1098,0,0,1189,26845,0,0,0,0,0,0,0,13165,0,0,7435,0,004387,1
44722,0,0,1,0,0,1868,13463,0,133,0,0,0,0,0,15881,0,0,2934,0,002527,1
56668,0,0,775,0,0,857,197,0,1114,0,0,0,0,0,15214,0,0,4177,0,001896,1
40803,0,0,0,0,0,242,26954,0,0,0,0,0,0,0,10688,0,0,315,0,006179,1
46684,0,0,0,0,0,2034,2470,0,29,0,0,0,0,0,26518,0,0,1267,0,006984,1
50237,0,0,1,0,0,1297,6680,0,0,0,0,0,0,0,20405,0,0,382,0,003593,1
35963,0,0,391,0,0,942,13463,0,0,0,0,0,0,0,20615,0,0,8141,0,001672,1
37723,0,0,2539,0,0,2195,3022,0,0,0,0,0,0,0,22955,0,0,10568,0,004565,1
54744,0,0,671,0,0,1811,2056,0,1908,0,0,0,0,0,16043,0,0,1769,0,002838,1
48354,0,0,2283,0,0,2620,2269,0,0,0,0,0,0,0,21281,0,0,2195,0,003846,1
44772,0,0,0,0,0,2250,4021,0,0,0,0,0,0,0,26430,0,0,1529,0,000421,1
53530,0,0,0,0,0,710,0,0,0,0,0,0,0,0,24130,0,0,632,0,004233,1
51809,0,0,612,0,0,535,2015,0,45,0,0,0,0,0,20440,0,0,3546,0,001720,1
39217,0,0,0,0,0,943,7797,0,71,0,0,0,0,0,21636,0,0,9338,0,007259,1
33914,0,0,46,0,0,1162,24099,0,3,0,0,0,0,0,4214,0,0,16077,0,004731,1
27633,0,0,0,0,0,581,19758,0,1,0,0,0,0,0,28969,0,0,2060,0,005863,1
22441,0,0,0,0,0,668,39391,0,0,0,0,0,0,0,13992,0,0,2510,0,000685,1
31598,0,0,9,0,0,1143,25361,0,0,0,0,0,0,0,2712,0,0,18692,0,007372,1
14601,0,0,12354,0,0,2,33572,0,0,0,0,0,0,0,14036,0,0,4437,0,005212,1
48776,0,0,67,0,0,1218,9467,0,304,0,0,0,0,0,15691,0,0,3479,0,006149,1
39061,0,0,9024,0,0,100,1146,0,10237,0,0,0,0,0,15328,0,0,4106,0,003721,1
23088,0,0,0,0,0,297,37007,0,0,0,0,0,0,0,18221,0,0,389,0,002517,1
44812,0,0,0,0,0,253,20280,0,0,0,0,0,0,0,10984,0,0,2673,0,001393,1
37079,0,0,0,0,0,1149,20578,0,0,0,0,0,0,0,5630,0,0,15079,0,002342,1
58229,0,0,0,0,0,1102,1132,0,0,0,0,0,0,0,16228,0,0,2311,0,005627,1
56705,0,0,1209,0,0,857,1182,0,2584,0,0,0,0,0,15890,0,0,575,0,005039,1
34249,0,0,41,0,0,1167,23848,0,0,0,0,0,0,0,2563,0,0,17647,0,003694,1
54426,0,0,0,0,0,644,12,0,0,0,0,0,0,0,22928,0,0,1505,0,005247,1
47055,0,0,0,0,0,105,19341,0,0,0,0,0,0,0,11987,0,0,514,0,004194,1
63977,0,0,0,0,0,714,0,0,0,0,0,0,0,0,14311,0,0,0,0,004802,1
55814,0,0,0,0,0,1600,517,0,0,0,0,0,0,0,21071,0,0,0,0,006072,1
45777,0,0,65,0,0,2391,2289,0,89,0,0,0,0,0,26731,0,0,1660,0,004677,1
42613,0,0,1,0,0,744,5118,0,0,0,0,0,0,0,21248,0,0,9278,0,007222,1
27890,0,0,31,0,0,872,20698,0,0,0,0,0,0,0,26094,0,0,3417,0,004334,1
47128,0,0,0,0,0,2201,3401,0,0,0,0,0,0,0,25162,0,0,1110,0,005868,1
46760,0,0,276,0,0,1082,4499,0,0,0,0,0,0,0,22819,0,0,3566,0,006111,1
51122,0,0,33,0,0,49,8548,0,0,0,0,0,0,0,19250,0,0,0,0,006304,1
49068,0,0,7045,0,0,77,7848,0,937,0,0,0,0,0,9670,0,0,4357,0,001041,1
48206,0,0,3,0,0,2369,1152,0,453,0,0,0,0,0,25020,0,0,1799,0,002682,1
39095,0,0,0,0,0,110,23920,0,0,0,0,0,0,0,8922,0,0,6955,0,006256,1
32170,0,0,0,0,0,25,31323,0,0,0,0,0,0,0,14847,0,0,637,0,007060,1
14410,0,0,0,0,0,129,46956,0,46,0,0,0,0,0,15091,0,0,2370,0,001215,1
39912,0,0,0,0,0,814,13202,0,0,0,0,0,0,0,23947,0,0,1127,0,002141,1
36301,0,0,4206,0,0,1765,11582,0,1778,0,0,0,0,0,17371,0,0,5999,0,004267,1
44253,0,0,27,0,0,2849,3055,0,0,0,0,0,0,0,19818,0,0,9000,0,004431,1
28669,0,0,0,0,0,1376,27795,0,313,0,0,0,0,0,4251,0,0,17111,0,004053,1
9876,0,0,116,0,0,784,43344,0,0,0,0,0,0,0,19980,0,0,4902,0,002496,1
59717,0,0,35,0,0,1055,20,0,0,0,0,0,0,0,18135,0,0,40,0,005989,1
26525,0,0,476,0,0,345,20790,0,107,0,0,0,0,0,18845,0,0,11914,0,004379,1
26606,0,0,28,0,0,987,19738,0,0,0,0,0,0,0,28307,0,0,3336,0,003279,1
46393,0,0,32,0,0,292,3003,0,0,0,0,0,0,0,22786,0,0,6496,0,002309,1
33797,0,0,181,0,0,978,23853,0,0,0,0,0,0,0,3390,0,0,17316,0,002226,1
13593,0,0,0,0,0,623,45861,0,0,0,0,0,0,0,14678,0,0,4247,0,003018,1
26959,0,0,21,0,0,1095,30288,0,34,0,0,0,0,0,1488,0,0,19630,0,002247,1
61026,0,0,0,0,0,1366,268,0,0,0,0,0,0,0,14463,0,0,2392,0,001958,1
36389,0,0,397,0,0,1283,14154,0,4,0,0,0,0,0,19977,0,0,7311,0,001716,1
28535,0,0,539,0,0,36,9746,0,21561,0,0,0,0,0,10841,0,0,7744,0,003875,1
48351,0,0,177,0,0,1926,3132,0,7,0,0,0,0,0,21761,0,0,3648,0,006740,1
32996,0,0,14457,0,0,70,10189,0,0,0,0,0,0,0,20479,0,0,811,0,003516,1
61923,0,0,0,0,0,496,76,0,0,0,0,0,0,0,16505,0,0,2,0,004015,1
52414,0,0,0,0,0,223,5248,0,0,0,0,0,0,0,18665,0,0,2452,0,005591,1
56520,0,0,0,0,0,1011,8155,0,0,0,0,0,0,0,13316,0,0,0,0,003381,1
45515,0,0,174,0,0,133,3880,0,12141,0,0,0,0,0,15776,0,0,1383,0,000895,1
50505,0,0,0,0,0,1683,4052,0,0,0,0,0,0,0,19615,0,0,3147,0,007013,1
30017,0,0,0,0,0,1178,16542,0,0,0,0,0,0,0,27313,0,0,3952,0,004240,1
30863,0,0,176,0,0,943,27616,0,1,0,0,0,0,0,2113,0,0,17803,0,002956,1
51870,0,0,0,0,0,3326,8268,0,0,0,0,0,0,0,13491,0,0,2560,0,000317,1
62330,0,0,611,0,0,711,0,0,0,0,0,0,0,0,14117,0,0,1233,0,000688,1
35148,0,0,30,0,0,954,21927,0,0,0,0,0,0,0,15405,0,0,5538,0,001917,1
51111,0,0,322,0,0,899,4151,0,2122,0,0,0,0,0,18365,0,0,2032,0,005908,1
36247,0,0,0,0,0,394,22612,0,0,0,0,0,0,0,16584,0,0,3165,0,005362,1
14542,0,0,0,0,0,4452,25008,0,0,0,0,0,0,0,30105,0,0,4895,0,001608,1
55327,0,0,45,0,0,787,985,0,0,0,0,0,0,0,15360,0,0,6498,0,003244,1
49737,0,0,1161,0,0,952,4991,0,53,0,0,0,0,0,19157,0,0,2951,0,004784,1
57067,0,0,4275,0,0,747,974,0,70,0,0,0,0,0,14333,0,0,1536,0,001708,1
51113,0,0,589,0,0,55,8129,0,0,0,0,0,0,0,18516,0,0,600,0,004749,1
20120,0,0,0,0,0,1180,38311,0,0,0,0,0,0,0,11119,0,0,8272,0,000085,1
45791,0,0,439,0,0,407,7404,0,0,0,0,0,0,0,22031,0,0,2930,0,006271,1
43720,0,0,246,0,0,1641,5393,0,0,0,0,0,0,0,27822,0,0,693,0,001169,1
9921,0,0,85,0,0,1090,46183,0,0,0,0,0,0,0,15363,0,0,6360,0,001572,1
60016,0,0,35,0,0,376,1917,0,0,0,0,0,0,0,16344,0,0,314,0,006375,1
42796,0,0,33,0,0,330,9816,0,252,0,0,0,0,0,24078,0,0,1697,0,003796,1
47677,0,0,1174,0,0,1285,795,0,0,0,0,0,0,0,27509,0,0,562,0,001473,1
15476,0,0,0,0,0,423,43591,0,0,0,0,0,0,0,16304,0,0,3208,0,007179,1
46018,0,0,288,0,0,2564,736,0,28,0,0,0,0,0,23180,0,0,6188,0,004590,1
49627,0,0,10,0,0,1247,301,0,0,0,0,0,0,0,21362,0,0,6968,0,001428,1
27500,0,0,15,0,0,724,25776,0,7,0,0,0,0,0,18709,0,0,6271,0,003140,1
38591,0,0,145,0,0,5810,493,0,0,0,0,0,0,0,30091,0,0,3872,0,004675,1
48665,0,0,1,0,0,4039,132,0,0,0,0,0,0,0,24604,0,0,1561,0,006991,1
59111,0,0,0,0,0,103,1837,0,0,0,0,0,0,0,17804,0,0,147,0,002589,1
68867,0,0,0,0,0,13,453,0,0,0,0,0,0,0,9669,0,0,0,0,001554,1
46838,0,0,0,0,0,2178,3440,0,0,0,0,0,0,0,25389,0,0,1157,0,002899,1
25336,0,0,0,0,0,12,32114,0,0,0,0,0,0,0,18277,0,0,3263,0,002060,1
26280,0,0,0,0,0,553,39145,0,0,0,0,0,0,0,11597,0,0,1427,0,004218,1
40552,0,0,285,0,0,222,18137,0,237,0,0,0,0,0,13460,0,0,6109,0,004785,1
28148,0,0,112,0,0,985,28479,0,31,0,0,0,0,0,3268,0,0,18492,0,003349,1
43584,0,0,79,0,0,320,14128,0,0,0,0,0,0,0,18979,0,0,1912,0,005929,1
49916,0,0,49,0,0,1864,3903,0,0,0,0,0,0,0,18473,0,0,4797,0,005795,1
58550,0,0,149,0,0,10,7363,0,0,0,0,0,0,0,12840,0,0,90,0,006350,1
45067,0,0,182,0,0,389,8584,0,0,0,0,0,0,0,22476,0,0,2304,0,004841,1
36409,0,0,3264,0,0,3958,3594,0,0,0,0,0,0,0,20194,0,0,11583,0,000438,1
35781,0,0,17,0,0,1054,23390,0,0,0,0,0,0,0,5438,0,0,13835,0,004361,1
41989,0,0,4,0,0,1217,1636,0,0,0,0,0,0,0,32732,0,0,1937,0,004503,1
24546,0,0,0,0,0,1571,29237,0,0,0,0,0,0,0,16740,0,0,6908,0,007018,1
45960,0,0,10,0,0,87,869,0,3245,0,0,0,0,0,25649,0,0,3182,0,005521,1
41477,0,0,5700,0,0,638,2483,0,1513,0,0,0,0,0,17182,0,0,10009,0,006253,1
44112,0,0,2316,0,0,700,3777,0,220,0,0,0,0,0,21943,0,0,5934,0,002802,1
51424,0,0,0,0,0,1482,766,0,0,0,0,0,0,0,24056,0,0,1274,0,002322,1
37390,0,0,4,0,0,5122,53,0,1,0,0,0,0,0,32874,0,0,3558,0,000158,1
52304,0,0,470,0,0,211,0,0,263,0,0,0,0,0,18148,0,0,7606,0,005832,1
50227,0,0,0,0,0,340,8452,0,0,0,0,0,0,0,19254,0,0,729,0,004937,1
48747,0,0,0,0,0,880,5571,0,0,0,0,0,0,0,22625,0,0,1179,0,005438,1
29943,0,0,0,0,0,4351,17205,0,0,0,0,0,0,0,25194,0,0,2309,0,005294,1
33388,0,0,3,0,0,542,21236,0,6080,0,0,0,0,0,14007,0,0,3746,0,003026,1
47471,0,0,0,0,0,2090,1766,0,0,0,0,0,0,0,22762,0,0,4913,0,005750,1
29144,0,0,0,0,0,928,24058,0,0,0,0,0,0,0,19446,0,0,5426,0,004639,1
39700,0,0,1980,0,0,372,15157,0,0,0,0,0,0,0,21137,0,0,656,0,006261,1
34325,0,0,0,0,0,1123,17253,0,8,0,0,0,0,0,17653,0,0,8640,0,004094,1
42544,0,0,191,0,0,2696,8672,0,404,0,0,0,0,0,23476,0,0,1019,0,002874,1
20465,0,0,0,0,0,759,22905,0,16059,0,0,0,0,0,13580,0,0,5234,0,006986,1
15791,0,0,1,0,0,2642,26871,0,47,0,0,0,0,0,32524,0,0,1126,0,005915,1
45539,0,0,122,0,0,32,17366,0,1439,0,0,0,0,0,14339,0,0,165,0,000996,1
45727,0,0,0,0,0,326,6412,0,0,0,0,0,0,0,26374,0,0,163,0,002032,1
34999,0,0,0,0,0,3834,12577,0,1,0,0,0,0,0,19612,0,0,8492,0,002780,1
40894,0,0,1,0,0,4367,1651,0,0,0,0,0,0,0,29328,0,0,2761,0,003458,1
52288,0,0,0,0,0,29,10446,0,0,0,0,0,0,0,16080,0,0,159,0,004997,1
47129,0,0,21,0,0,300,20663,0,0,0,0,0,0,0,10075,0,0,814,0,002459,1
49470,0,0,0,0,0,1929,3252,0,0,0,0,0,0,0,20237,0,0,4114,0,000121,1
40429,0,0,527,0,0,872,14089,0,5310,0,0,0,0,0,13229,0,0,4546,0,002553,1
24692,0,0,22,0,0,137,26386,0,0,0,0,0,0,0,24390,0,0,3375,0,000596,1
50103,0,0,16673,0,0,168,3714,0,4065,0,0,0,0,0,4279,0,0,0,0,000534,1
15562,0,0,0,0,0,2609,28885,0,0,0,0,0,0,0,30918,0,0,1028,0,006262,1
53936,0,0,3507,0,0,281,10777,0,1172,0,0,0,0,0,8900,0,0,429,0,001190,1
