bicycle,building,bus,car,fence,license plate,motorcycle,person,pole,rider,road,sidewalk,sky,terrain,traffic light,traffic sign,train,truck,vegetation,wall,frame,y
48594,0,0,0,0,0,154,11812,0,0,0,0,0,0,0,18382,0,0,60,0,001620,urban
14770,0,0,0,0,0,2356,28370,0,0,0,0,0,0,0,32042,0,0,1464,0,003311,urban
41727,0,0,221,0,0,678,11465,0,35,0,0,0,0,0,18671,0,0,6718,0,002095,urban
34632,0,0,477,0,0,8,32635,0,0,0,0,0,0,0,11098,0,0,152,0,006211,urban
44704,0,0,233,0,0,3309,5253,0,0,0,0,0,0,0,24432,0,0,1584,0,000770,urban
51435,0,0,5535,0,0,10,3026,0,12241,0,0,0,0,0,6755,0,0,0,0,000900,urban
35151,0,0,24,0,0,1149,23221,0,0,0,0,0,0,0,6338,0,0,13632,0,004514,urban
54172,0,0,0,0,0,604,4003,0,0,0,0,0,0,0,19680,0,0,543,0,004014,urban
31310,0,0,74,0,0,977,27025,0,0,0,0,0,0,0,1029,0,0,19100,0,004723,urban
35144,0,0,0,0,0,880,13092,0,9509,0,0,0,0,0,15716,0,0,4661,0,006142,urban
53663,0,0,545,0,0,475,4236,0,0,0,0,0,0,0,16910,0,0,3173,0,007186,urban
54087,0,0,6464,0,0,147,4531,0,0,0,0,0,0,0,13773,0,0,0,0,005896,urban
8705,0,0,0,0,0,1115,49089,0,0,0,0,0,0,0,9715,0,0,10378,0,004950,urban
28836,0,0,234,0,0,418,21262,0,0,0,0,0,0,0,20058,0,0,8194,0,000720,urban
55022,0,0,2464,0,0,136,1142,0,246,0,0,0,0,0,18316,0,0,1676,0,000442,urban
53107,0,0,0,0,0,74,7961,0,0,0,0,0,0,0,17665,0,0,195,0,007054,urban
43365,0,0,6,0,0,2009,4120,0,0,0,0,0,0,0,28309,0,0,1193,0,003086,urban
19477,0,0,0,0,0,2909,44104,0,0,0,0,0,0,0,8537,0,0,3975,0,003955,urban
60610,0,0,0,0,0,2626,1629,0,0,0,0,0,0,0,14021,0,0,116,0,004919,urban
51289,0,0,170,0,0,1608,2604,0,0,0,0,0,0,0,22716,0,0,615,0,005340,urban
24526,0,0,0,0,0,749,25769,0,0,0,0,0,0,0,23886,0,0,4072,0,003765,urban
29968,0,0,605,0,0,1022,25540,0,281,0,0,0,0,0,2687,0,0,19412,0,000646,urban
39189,0,0,0,0,0,1656,17369,0,0,0,0,0,0,0,20240,0,0,548,0,000285,urban
33016,0,0,8,0,0,685,18066,0,0,0,0,0,0,0,25545,0,0,1682,0,004969,urban
35232,0,0,0,0,0,3692,14425,0,133,0,0,0,0,0,21780,0,0,3740,0,006957,urban
23618,0,0,0,0,0,13,33383,0,0,0,0,0,0,0,19029,0,0,2959,0,002088,urban
35424,0,0,0,0,0,798,15060,0,0,0,0,0,0,0,26912,0,0,808,0,006365,urban
51259,0,0,291,0,0,1549,6632,0,0,0,0,0,0,0,18709,0,0,562,0,000069,urban
43476,0,0,0,0,0,648,14929,0,0,0,0,0,0,0,19818,0,0,131,0,004758,urban
39791,0,0,203,0,0,272,15546,0,0,0,0,0,0,0,20509,0,0,2681,0,002205,urban
55909,0,0,154,0,0,1165,45,0,685,0,0,0,0,0,16349,0,0,4695,0,000433,urban
55137,0,0,0,0,0,2399,2804,0,0,0,0,0,0,0,13729,0,0,4933,0,005126,urban
26679,0,0,21,0,0,1310,30247,0,0,0,0,0,0,0,3302,0,0,17956,0,004595,urban
52795,0,0,0,0,0,140,7172,0,0,0,0,0,0,0,18005,0,0,890,0,007354,urban
62671,0,0,0,0,0,765,1513,0,0,0,0,0,0,0,13217,0,0,836,0,002697,urban
49930,0,0,19,0,0,2105,3475,0,0,0,0,0,0,0,17379,0,0,6094,0,001310,urban
54795,0,0,3809,0,0,970,2685,0,0,0,0,0,0,0,11700,0,0,5043,0,003541,urban
49217,0,0,47,0,0,486,1027,0,0,0,0,0,0,0,26832,0,0,1393,0,005776,urban
23144,0,0,0,0,0,721,39149,0,0,0,0,0,0,0,10858,0,0,5130,0,000817,urban
32441,0,0,252,0,0,746,25780,0,0,0,0,0,0,0,6662,0,0,13634,0,002324,urban
48364,0,0,5526,0,0,497,267,0,24,0,0,0,0,0,23285,0,0,1039,0,002041,urban
42168,0,0,0,0,0,364,6506,0,164,0,0,0,0,0,20742,0,0,9058,0,001170,urban
50797,0,0,0,0,0,220,10951,0,0,0,0,0,0,0,17030,0,0,4,0,003590,urban
32962,0,0,81,0,0,954,25969,0,6,0,0,0,0,0,5908,0,0,13635,0,004449,urban
20474,0,0,0,0,0,1444,38093,0,0,0,0,0,0,0,11738,0,0,7253,0,003178,urban
45913,0,0,0,0,0,2590,1858,0,11,0,0,0,0,0,26403,0,0,2227,0,003664,urban
47365,0,0,4,0,0,4824,71,0,0,0,0,0,0,0,24955,0,0,1783,0,006848,urban
37948,0,0,2,0,0,5054,53,0,0,0,0,0,0,0,32809,0,0,3136,0,002472,urban
40900,0,0,48,0,0,3032,6698,0,3,0,0,0,0,0,25512,0,0,2809,0,003921,urban
31809,0,0,0,0,0,731,23657,0,0,0,0,0,0,0,16641,0,0,6164,0,005860,urban
33327,0,0,4682,0,0,1230,14286,0,542,0,0,0,0,0,11363,0,0,13572,0,006888,urban
50317,0,0,0,0,0,272,7332,0,0,0,0,0,0,0,19942,0,0,1139,0,003123,urban
68205,0,0,0,0,0,155,0,0,0,0,0,0,0,0,10642,0,0,0,0,006104,urban
51049,0,0,106,0,0,103,11762,0,5172,0,0,0,0,0,9742,0,0,1068,0,000945,urban
23096,0,0,3341,0,0,380,31029,0,25,0,0,0,0,0,20535,0,0,596,0,002822,urban
11674,0,0,94,0,0,1707,44235,0,0,0,0,0,0,0,20409,0,0,883,0,007189,urban
44696,0,0,0,0,0,332,16839,0,0,0,0,0,0,0,14589,0,0,2546,0,001311,urban
51521,0,0,28,0,0,1531,2759,0,0,0,0,0,0,0,16696,0,0,6467,0,007366,urban
31021,0,0,0,0,0,617,20307,0,3,0,0,0,0,0,25911,0,0,1143,0,001612,urban
38244,0,0,4,0,0,5018,66,0,0,0,0,0,0,0,32521,0,0,3149,0,005503,urban
53485,0,0,0,0,0,755,7360,0,0,0,0,0,0,0,16782,0,0,620,0,002227,urban
16834,0,0,0,0,0,6,37382,0,0,0,0,0,0,0,23909,0,0,1384,0,003287,urban
49191,0,0,0,0,0,1995,4934,0,0,0,0,0,0,0,19611,0,0,3271,0,005069,urban
42277,0,0,1519,0,0,287,10984,0,0,0,0,0,0,0,22826,0,0,1109,0,001696,urban
51749,0,0,0,0,0,898,620,0,0,0,0,0,0,0,23689,0,0,2046,0,000868,urban
48291,0,0,0,0,0,5,4633,0,0,0,0,0,0,0,24386,0,0,1687,0,000845,urban
42122,0,0,2,0,0,4995,84,0,0,0,0,0,0,0,29148,0,0,2651,0,002448,urban
43509,0,0,29,0,0,72,9679,0,454,0,0,0,0,0,23570,0,0,1689,0,007051,urban
18892,0,0,17,0,0,152,34169,0,0,0,0,0,0,0,21829,0,0,3943,0,001045,urban
24337,0,0,11725,0,0,28,25754,0,2140,0,0,0,0,0,8784,0,0,6234,0,006230,urban
42033,0,0,37,0,0,1146,15326,0,0,0,0,0,0,0,12662,0,0,7798,0,007313,urban
40966,0,0,2206,0,0,922,3986,0,3,0,0,0,0,0,27267,0,0,3652,0,006175,urban
34475,0,0,0,0,0,1398,18168,0,0,0,0,0,0,0,20248,0,0,4713,0,006562,urban
37571,0,0,29690,0,0,266,625,0,3362,0,0,0,0,0,7295,0,0,193,0,004495,urban
22624,0,0,3593,0,0,2053,18871,0,0,0,0,0,0,0,28772,0,0,3089,0,000733,urban
30948,0,0,211,0,0,1150,26377,0,44,0,0,0,0,0,3482,0,0,17303,0,004308,urban
16406,0,0,0,0,0,1204,41737,0,0,0,0,0,0,0,16457,0,0,3198,0,000342,urban
37833,0,0,3,0,0,5041,66,0,0,0,0,0,0,0,32989,0,0,3070,0,006419,urban
36123,0,0,0,0,0,2043,14220,0,0,0,0,0,0,0,18836,0,0,7780,0,003359,urban
29690,0,0,1,0,0,1162,27707,0,20,0,0,0,0,0,5479,0,0,15456,0,005937,urban
28477,0,0,1,0,0,799,19091,0,0,0,0,0,0,0,27487,0,0,3147,0,000935,urban
34915,0,0,35,0,0,995,23763,0,0,0,0,0,0,0,5014,0,0,14793,0,000827,urban
26801,0,0,48,0,0,1095,30714,0,18,0,0,0,0,0,1811,0,0,19028,0,000000,urban
49398,0,0,0,0,0,2207,3397,0,0,0,0,0,0,0,18937,0,0,5063,0,002614,urban
40246,0,0,14,0,0,310,23437,0,402,0,0,0,0,0,14475,0,0,118,0,005406,urban
38074,0,0,38,0,0,1083,13043,0,0,0,0,0,0,0,22878,0,0,4399,0,000145,urban
28719,0,0,24,0,0,1176,28512,0,92,0,0,0,0,0,1275,0,0,19717,0,000703,urban
37020,0,0,2,0,0,876,17973,0,0,0,0,0,0,0,20238,0,0,2893,0,000275,urban
32862,0,0,22,0,0,1003,25097,0,0,0,0,0,0,0,3087,0,0,17444,0,001394,urban
53630,0,0,83,0,0,73,12694,0,0,0,0,0,0,0,12522,0,0,0,0,004980,urban
39246,0,0,454,0,0,1265,11828,0,0,0,0,0,0,0,24767,0,0,1442,0,002703,urban
28141,0,0,11,0,0,936,28026,0,0,0,0,0,0,0,3325,0,0,19076,0,007126,urban
62822,0,0,0,0,0,936,19,0,0,0,0,0,0,0,13149,0,0,2076,0,006243,urban
30725,0,0,3,0,0,669,11274,0,2547,0,0,0,0,0,26780,0,0,7004,0,004264,urban
32984,0,0,49,0,0,906,26149,0,0,0,0,0,0,0,5069,0,0,14358,0,002837,urban
42366,0,0,3608,0,0,1517,1752,0,1,0,0,0,0,0,29550,0,0,208,0,004479,urban
31180,0,0,91,0,0,1015,27462,0,0,0,0,0,0,0,1817,0,0,17950,0,001819,urban
51539,0,0,0,0,0,820,149,0,0,0,0,0,0,0,26494,0,0,0,0,003518,urban
49599,0,0,21,0,0,0,9363,0,0,0,0,0,0,0,18733,0,0,1286,0,005099,urban
44363,0,0,1,0,0,1020,1590,0,0,0,0,0,0,0,31650,0,0,891,0,005259,urban
35807,0,0,0,0,0,792,12163,0,0,0,0,0,0,0,30122,0,0,118,0,002790,urban
49113,0,0,92,0,0,2184,3183,0,0,0,0,0,0,0,22781,0,0,1649,0,005060,urban
44923,0,0,0,0,0,2353,3664,0,0,0,0,0,0,0,26555,0,0,1507,0,002834,urban
48139,0,0,1,0,0,749,9186,0,2,0,0,0,0,0,19710,0,0,1215,0,000432,urban
26430,0,0,85,0,0,1152,23791,0,3401,0,0,0,0,0,16573,0,0,7570,0,000026,urban
56753,0,0,0,0,0,165,0,0,0,0,0,0,0,0,22594,0,0,3,0,007216,urban
52400,0,0,0,0,0,1574,0,0,0,0,0,0,0,0,18472,0,0,7069,0,004023,urban
54149,0,0,522,0,0,471,723,0,0,0,0,0,0,0,22293,0,0,844,0,005830,urban
53826,0,0,701,0,0,648,4399,0,0,0,0,0,0,0,18798,0,0,630,0,005675,urban
45766,0,0,3696,0,0,784,4378,0,0,0,0,0,0,0,24105,0,0,273,0,002047,urban
34661,0,0,0,0,0,591,28042,0,0,0,0,0,0,0,15153,0,0,555,0,003369,urban
49283,0,0,1,0,0,521,9279,0,0,0,0,0,0,0,19220,0,0,698,0,006547,urban
12678,0,0,0,0,0,784,45625,0,0,0,0,0,0,0,14023,0,0,5892,0,001467,urban
52653,0,0,32,0,0,2122,3030,0,0,0,0,0,0,0,17318,0,0,3847,0,005261,urban
34731,0,0,109,0,0,1562,12093,0,1136,0,0,0,0,0,27656,0,0,1715,0,001038,urban
44913,0,0,0,0,0,1074,7185,0,0,0,0,0,0,0,22776,0,0,3567,0,004229,urban
50476,0,0,4,0,0,2037,3791,0,0,0,0,0,0,0,19378,0,0,3316,0,006788,urban
46044,0,0,9,0,0,105,677,0,2711,0,0,0,0,0,26372,0,0,3084,0,003485,urban
52003,0,0,0,0,0,22,9052,0,0,0,0,0,0,0,17846,0,0,79,0,002400,urban
29775,0,0,0,0,0,502,10075,0,3225,0,0,0,0,0,30643,0,0,4782,0,001080,urban
42982,0,0,254,0,0,3327,2708,0,0,0,0,0,0,0,27848,0,0,1883,0,005971,urban
52839,0,0,0,0,0,1487,5122,0,0,0,0,0,0,0,19454,0,0,100,0,005367,urban
46609,0,0,56,0,0,419,19017,0,605,0,0,0,0,0,12048,0,0,248,0,000856,urban
61534,0,0,9,0,0,1149,307,0,0,0,0,0,0,0,14687,0,0,1316,0,003075,urban
31770,0,0,83,0,0,1057,26345,0,0,0,0,0,0,0,1966,0,0,18294,0,004219,urban
31622,0,0,0,0,0,1087,24058,0,0,0,0,0,0,0,18524,0,0,3711,0,001371,urban
33923,0,0,0,0,0,476,29618,0,0,0,0,0,0,0,14980,0,0,5,0,007156,urban
43195,0,0,128,0,0,903,1741,0,0,0,0,0,0,0,32960,0,0,588,0,004972,urban
32130,0,0,233,0,0,442,8129,0,2661,0,0,0,0,0,28810,0,0,6597,0,001803,urban
37113,0,0,0,0,0,745,11331,0,0,0,0,0,0,0,29480,0,0,333,0,001494,urban
53420,0,0,125,0,0,2226,4310,0,0,0,0,0,0,0,14982,0,0,3939,0,000296,urban
34344,0,0,35,0,0,1068,23903,0,0,0,0,0,0,0,2388,0,0,17777,0,000288,urban
38942,0,0,0,0,0,7289,437,0,0,0,0,0,0,0,29797,0,0,2537,0,005475,urban
26253,0,0,2,0,0,405,20965,0,1,0,0,0,0,0,22868,0,0,8508,0,000092,urban
49871,0,0,0,0,0,3,15958,0,0,0,0,0,0,0,13158,0,0,12,0,004322,urban
49369,0,0,0,0,0,89,0,0,0,0,0,0,0,0,26140,0,0,3917,0,003882,urban
14894,0,0,0,0,0,331,43835,0,0,0,0,0,0,0,15053,0,0,4889,0,006268,urban
55994,0,0,22,0,0,165,6657,0,0,0,0,0,0,0,16163,0,0,1,0,005890,urban
12801,0,0,16,0,0,758,41520,0,0,0,0,0,0,0,7809,0,0,16098,0,000675,urban
33743,0,0,1,0,0,313,18560,0,2922,0,0,0,0,0,13156,0,0,10307,0,002938,urban
54054,0,0,0,0,0,1330,3369,0,0,0,0,0,0,0,19554,0,0,695,0,005622,urban
37872,0,0,361,0,0,1363,13909,0,0,0,0,0,0,0,18792,0,0,7218,0,000535,urban
31346,0,0,1869,0,0,1171,24409,0,0,0,0,0,0,0,18192,0,0,2015,0,001434,urban
52284,0,0,0,0,0,965,9157,0,0,0,0,0,0,0,16468,0,0,128,0,003115,urban
38012,0,0,1,0,0,5054,53,0,1,0,0,0,0,0,32588,0,0,3293,0,006421,urban
42444,0,0,0,0,0,1331,15130,0,0,0,0,0,0,0,13728,0,0,6369,0,005352,urban
61873,0,0,56,0,0,447,1906,0,0,0,0,0,0,0,14347,0,0,373,0,003039,urban
53254,0,0,0,0,0,1977,4170,0,0,0,0,0,0,0,16502,0,0,3099,0,004341,urban
52868,0,0,1,0,0,1847,3899,0,0,0,0,0,0,0,17851,0,0,2536,0,001060,urban
47547,0,0,141,0,0,672,9839,0,0,0,0,0,0,0,20583,0,0,220,0,006197,urban
51891,0,0,0,0,0,153,7272,0,0,0,0,0,0,0,16094,0,0,3592,0,000606,urban
54999,0,0,181,0,0,1132,16,0,67,0,0,0,0,0,18627,0,0,3980,0,000238,urban
41521,0,0,109,0,0,1856,7778,0,8,0,0,0,0,0,18629,0,0,9614,0,005031,urban
56027,0,0,0,0,0,229,2025,0,0,0,0,0,0,0,20682,0,0,39,0,005771,urban
54962,0,0,376,0,0,1192,44,0,1742,0,0,0,0,0,16902,0,0,3784,0,002377,urban
30821,0,0,8,0,0,1194,26311,0,21,0,0,0,0,0,2871,0,0,18289,0,004192,urban
56076,0,0,8,0,0,1791,1127,0,581,0,0,0,0,0,15135,0,0,4284,0,003514,urban
33933,0,0,4,0,0,2090,14241,0,0,0,0,0,0,0,27494,0,0,1240,0,000980,urban
46507,0,0,0,0,0,25,16069,0,0,0,0,0,0,0,16401,0,0,0,0,001674,urban
55116,0,0,0,0,0,699,5279,0,0,0,0,0,0,0,17174,0,0,734,0,000913,urban
29270,0,0,1098,0,0,1189,26845,0,0,0,0,0,0,0,13165,0,0,7435,0,004387,urban
44722,0,0,1,0,0,1868,13463,0,133,0,0,0,0,0,15881,0,0,2934,0,002527,urban
56668,0,0,775,0,0,857,197,0,1114,0,0,0,0,0,15214,0,0,4177,0,001896,urban
40803,0,0,0,0,0,242,26954,0,0,0,0,0,0,0,10688,0,0,315,0,006179,urban
46684,0,0,0,0,0,2034,2470,0,29,0,0,0,0,0,26518,0,0,1267,0,006984,urban
50237,0,0,1,0,0,1297,6680,0,0,0,0,0,0,0,20405,0,0,382,0,003593,urban
35963,0,0,391,0,0,942,13463,0,0,0,0,0,0,0,20615,0,0,8141,0,001672,urban
37723,0,0,2539,0,0,2195,3022,0,0,0,0,0,0,0,22955,0,0,10568,0,004565,urban
54744,0,0,671,0,0,1811,2056,0,1908,0,0,0,0,0,16043,0,0,1769,0,002838,urban
48354,0,0,2283,0,0,2620,2269,0,0,0,0,0,0,0,21281,0,0,2195,0,003846,urban
44772,0,0,0,0,0,2250,4021,0,0,0,0,0,0,0,26430,0,0,1529,0,000421,urban
53530,0,0,0,0,0,710,0,0,0,0,0,0,0,0,24130,0,0,632,0,004233,urban
51809,0,0,612,0,0,535,2015,0,45,0,0,0,0,0,20440,0,0,3546,0,001720,urban
39217,0,0,0,0,0,943,7797,0,71,0,0,0,0,0,21636,0,0,9338,0,007259,urban
33914,0,0,46,0,0,1162,24099,0,3,0,0,0,0,0,4214,0,0,16077,0,004731,urban
27633,0,0,0,0,0,581,19758,0,1,0,0,0,0,0,28969,0,0,2060,0,005863,urban
22441,0,0,0,0,0,668,39391,0,0,0,0,0,0,0,13992,0,0,2510,0,000685,urban
31598,0,0,9,0,0,1143,25361,0,0,0,0,0,0,0,2712,0,0,18692,0,007372,urban
14601,0,0,12354,0,0,2,33572,0,0,0,0,0,0,0,14036,0,0,4437,0,005212,urban
48776,0,0,67,0,0,1218,9467,0,304,0,0,0,0,0,15691,0,0,3479,0,006149,urban
39061,0,0,9024,0,0,100,1146,0,10237,0,0,0,0,0,15328,0,0,4106,0,003721,urban
23088,0,0,0,0,0,297,37007,0,0,0,0,0,0,0,18221,0,0,389,0,002517,urban
44812,0,0,0,0,0,253,20280,0,0,0,0,0,0,0,10984,0,0,2673,0,001393,urban
37079,0,0,0,0,0,1149,20578,0,0,0,0,0,0,0,5630,0,0,15079,0,002342,urban
58229,0,0,0,0,0,1102,1132,0,0,0,0,0,0,0,16228,0,0,2311,0,005627,urban
56705,0,0,1209,0,0,857,1182,0,2584,0,0,0,0,0,15890,0,0,575,0,005039,urban
34249,0,0,41,0,0,1167,23848,0,0,0,0,0,0,0,2563,0,0,17647,0,003694,urban
54426,0,0,0,0,0,644,12,0,0,0,0,0,0,0,22928,0,0,1505,0,005247,urban
47055,0,0,0,0,0,105,19341,0,0,0,0,0,0,0,11987,0,0,514,0,004194,urban
63977,0,0,0,0,0,714,0,0,0,0,0,0,0,0,14311,0,0,0,0,004802,urban
55814,0,0,0,0,0,1600,517,0,0,0,0,0,0,0,21071,0,0,0,0,006072,urban
45777,0,0,65,0,0,2391,2289,0,89,0,0,0,0,0,26731,0,0,1660,0,004677,urban
42613,0,0,1,0,0,744,5118,0,0,0,0,0,0,0,21248,0,0,9278,0,007222,urban
27890,0,0,31,0,0,872,20698,0,0,0,0,0,0,0,26094,0,0,3417,0,004334,urban
47128,0,0,0,0,0,2201,3401,0,0,0,0,0,0,0,25162,0,0,1110,0,005868,urban
46760,0,0,276,0,0,1082,4499,0,0,0,0,0,0,0,22819,0,0,3566,0,006111,urban
51122,0,0,33,0,0,49,8548,0,0,0,0,0,0,0,19250,0,0,0,0,006304,urban
49068,0,0,7045,0,0,77,7848,0,937,0,0,0,0,0,9670,0,0,4357,0,001041,urban
48206,0,0,3,0,0,2369,1152,0,453,0,0,0,0,0,25020,0,0,1799,0,002682,urban
39095,0,0,0,0,0,110,23920,0,0,0,0,0,0,0,8922,0,0,6955,0,006256,urban
32170,0,0,0,0,0,25,31323,0,0,0,0,0,0,0,14847,0,0,637,0,007060,urban
14410,0,0,0,0,0,129,46956,0,46,0,0,0,0,0,15091,0,0,2370,0,001215,urban
39912,0,0,0,0,0,814,13202,0,0,0,0,0,0,0,23947,0,0,1127,0,002141,urban
36301,0,0,4206,0,0,1765,11582,0,1778,0,0,0,0,0,17371,0,0,5999,0,004267,urban
44253,0,0,27,0,0,2849,3055,0,0,0,0,0,0,0,19818,0,0,9000,0,004431,urban
28669,0,0,0,0,0,1376,27795,0,313,0,0,0,0,0,4251,0,0,17111,0,004053,urban
9876,0,0,116,0,0,784,43344,0,0,0,0,0,0,0,19980,0,0,4902,0,002496,urban
59717,0,0,35,0,0,1055,20,0,0,0,0,0,0,0,18135,0,0,40,0,005989,urban
26525,0,0,476,0,0,345,20790,0,107,0,0,0,0,0,18845,0,0,11914,0,004379,urban
26606,0,0,28,0,0,987,19738,0,0,0,0,0,0,0,28307,0,0,3336,0,003279,urban
46393,0,0,32,0,0,292,3003,0,0,0,0,0,0,0,22786,0,0,6496,0,002309,urban
33797,0,0,181,0,0,978,23853,0,0,0,0,0,0,0,3390,0,0,17316,0,002226,urban
13593,0,0,0,0,0,623,45861,0,0,0,0,0,0,0,14678,0,0,4247,0,003018,urban
26959,0,0,21,0,0,1095,30288,0,34,0,0,0,0,0,1488,0,0,19630,0,002247,urban
61026,0,0,0,0,0,1366,268,0,0,0,0,0,0,0,14463,0,0,2392,0,001958,urban
36389,0,0,397,0,0,1283,14154,0,4,0,0,0,0,0,19977,0,0,7311,0,001716,urban
28535,0,0,539,0,0,36,9746,0,21561,0,0,0,0,0,10841,0,0,7744,0,003875,urban
48351,0,0,177,0,0,1926,3132,0,7,0,0,0,0,0,21761,0,0,3648,0,006740,urban
32996,0,0,14457,0,0,70,10189,0,0,0,0,0,0,0,20479,0,0,811,0,003516,urban
61923,0,0,0,0,0,496,76,0,0,0,0,0,0,0,16505,0,0,2,0,004015,urban
52414,0,0,0,0,0,223,5248,0,0,0,0,0,0,0,18665,0,0,2452,0,005591,urban
56520,0,0,0,0,0,1011,8155,0,0,0,0,0,0,0,13316,0,0,0,0,003381,urban
45515,0,0,174,0,0,133,3880,0,12141,0,0,0,0,0,15776,0,0,1383,0,000895,urban
50505,0,0,0,0,0,1683,4052,0,0,0,0,0,0,0,19615,0,0,3147,0,007013,urban
30017,0,0,0,0,0,1178,16542,0,0,0,0,0,0,0,27313,0,0,3952,0,004240,urban
30863,0,0,176,0,0,943,27616,0,1,0,0,0,0,0,2113,0,0,17803,0,002956,urban
51870,0,0,0,0,0,3326,8268,0,0,0,0,0,0,0,13491,0,0,2560,0,000317,urban
62330,0,0,611,0,0,711,0,0,0,0,0,0,0,0,14117,0,0,1233,0,000688,urban
35148,0,0,30,0,0,954,21927,0,0,0,0,0,0,0,15405,0,0,5538,0,001917,urban
51111,0,0,322,0,0,899,4151,0,2122,0,0,0,0,0,18365,0,0,2032,0,005908,urban
36247,0,0,0,0,0,394,22612,0,0,0,0,0,0,0,16584,0,0,3165,0,005362,urban
14542,0,0,0,0,0,4452,25008,0,0,0,0,0,0,0,30105,0,0,4895,0,001608,urban
55327,0,0,45,0,0,787,985,0,0,0,0,0,0,0,15360,0,0,6498,0,003244,urban
49737,0,0,1161,0,0,952,4991,0,53,0,0,0,0,0,19157,0,0,2951,0,004784,urban
57067,0,0,4275,0,0,747,974,0,70,0,0,0,0,0,14333,0,0,1536,0,001708,urban
51113,0,0,589,0,0,55,8129,0,0,0,0,0,0,0,18516,0,0,600,0,004749,urban
20120,0,0,0,0,0,1180,38311,0,0,0,0,0,0,0,11119,0,0,8272,0,000085,urban
45791,0,0,439,0,0,407,7404,0,0,0,0,0,0,0,22031,0,0,2930,0,006271,urban
43720,0,0,246,0,0,1641,5393,0,0,0,0,0,0,0,27822,0,0,693,0,001169,urban
9921,0,0,85,0,0,1090,46183,0,0,0,0,0,0,0,15363,0,0,6360,0,001572,urban
60016,0,0,35,0,0,376,1917,0,0,0,0,0,0,0,16344,0,0,314,0,006375,urban
42796,0,0,33,0,0,330,9816,0,252,0,0,0,0,0,24078,0,0,1697,0,003796,urban
47677,0,0,1174,0,0,1285,795,0,0,0,0,0,0,0,27509,0,0,562,0,001473,urban
15476,0,0,0,0,0,423,43591,0,0,0,0,0,0,0,16304,0,0,3208,0,007179,urban
46018,0,0,288,0,0,2564,736,0,28,0,0,0,0,0,23180,0,0,6188,0,004590,urban
49627,0,0,10,0,0,1247,301,0,0,0,0,0,0,0,21362,0,0,6968,0,001428,urban
27500,0,0,15,0,0,724,25776,0,7,0,0,0,0,0,18709,0,0,6271,0,003140,urban
38591,0,0,145,0,0,5810,493,0,0,0,0,0,0,0,30091,0,0,3872,0,004675,urban
48665,0,0,1,0,0,4039,132,0,0,0,0,0,0,0,24604,0,0,1561,0,006991,urban
59111,0,0,0,0,0,103,1837,0,0,0,0,0,0,0,17804,0,0,147,0,002589,urban
68867,0,0,0,0,0,13,453,0,0,0,0,0,0,0,9669,0,0,0,0,001554,urban
46838,0,0,0,0,0,2178,3440,0,0,0,0,0,0,0,25389,0,0,1157,0,002899,urban
25336,0,0,0,0,0,12,32114,0,0,0,0,0,0,0,18277,0,0,3263,0,002060,urban
26280,0,0,0,0,0,553,39145,0,0,0,0,0,0,0,11597,0,0,1427,0,004218,urban
40552,0,0,285,0,0,222,18137,0,237,0,0,0,0,0,13460,0,0,6109,0,004785,urban
28148,0,0,112,0,0,985,28479,0,31,0,0,0,0,0,3268,0,0,18492,0,003349,urban
43584,0,0,79,0,0,320,14128,0,0,0,0,0,0,0,18979,0,0,1912,0,005929,urban
49916,0,0,49,0,0,1864,3903,0,0,0,0,0,0,0,18473,0,0,4797,0,005795,urban
58550,0,0,149,0,0,10,7363,0,0,0,0,0,0,0,12840,0,0,90,0,006350,urban
45067,0,0,182,0,0,389,8584,0,0,0,0,0,0,0,22476,0,0,2304,0,004841,urban
36409,0,0,3264,0,0,3958,3594,0,0,0,0,0,0,0,20194,0,0,11583,0,000438,urban
35781,0,0,17,0,0,1054,23390,0,0,0,0,0,0,0,5438,0,0,13835,0,004361,urban
41989,0,0,4,0,0,1217,1636,0,0,0,0,0,0,0,32732,0,0,1937,0,004503,urban
24546,0,0,0,0,0,1571,29237,0,0,0,0,0,0,0,16740,0,0,6908,0,007018,urban
45960,0,0,10,0,0,87,869,0,3245,0,0,0,0,0,25649,0,0,3182,0,005521,urban
41477,0,0,5700,0,0,638,2483,0,1513,0,0,0,0,0,17182,0,0,10009,0,006253,urban
44112,0,0,2316,0,0,700,3777,0,220,0,0,0,0,0,21943,0,0,5934,0,002802,urban
51424,0,0,0,0,0,1482,766,0,0,0,0,0,0,0,24056,0,0,1274,0,002322,urban
37390,0,0,4,0,0,5122,53,0,1,0,0,0,0,0,32874,0,0,3558,0,000158,urban
52304,0,0,470,0,0,211,0,0,263,0,0,0,0,0,18148,0,0,7606,0,005832,urban
50227,0,0,0,0,0,340,8452,0,0,0,0,0,0,0,19254,0,0,729,0,004937,urban
48747,0,0,0,0,0,880,5571,0,0,0,0,0,0,0,22625,0,0,1179,0,005438,urban
29943,0,0,0,0,0,4351,17205,0,0,0,0,0,0,0,25194,0,0,2309,0,005294,urban
33388,0,0,3,0,0,542,21236,0,6080,0,0,0,0,0,14007,0,0,3746,0,003026,urban
47471,0,0,0,0,0,2090,1766,0,0,0,0,0,0,0,22762,0,0,4913,0,005750,urban
29144,0,0,0,0,0,928,24058,0,0,0,0,0,0,0,19446,0,0,5426,0,004639,urban
39700,0,0,1980,0,0,372,15157,0,0,0,0,0,0,0,21137,0,0,656,0,006261,urban
